customer_Id,DOB,Gender,city_code,transaction_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat
267995,1971-06-04,M,4.0,5165090274,2012-08-08,7,5,4,939,394.38,4150.38,Flagship store,Books,Fiction
271331,1971-06-18,F,9.0,65103510065,2012-02-02,7,5,-4,-260,109.2,-1149.2,TeleShop,Books,Fiction
271331,1971-06-18,F,9.0,65103510065,2012-01-31,7,5,4,260,109.2,1149.2,TeleShop,Books,Fiction
273924,1971-07-09,F,7.0,6227396322,2013-07-14,7,5,4,90,37.8,397.8,e-Shop,Books,Fiction
268197,1971-07-11,M,3.0,91808557900,2012-06-05,7,5,2,1077,226.17,2380.17,e-Shop,Books,Fiction
270922,1971-07-21,F,7.0,941117264,2011-12-07,7,5,4,303,127.26,1339.26,MBR,Books,Fiction
269764,1971-08-03,M,5.0,23734173411,2012-06-06,7,5,3,1058,333.27,3507.27,e-Shop,Books,Fiction
269315,1971-08-12,M,2.0,49191051449,2012-12-14,7,5,3,826,260.19,2738.19,TeleShop,Books,Fiction
272094,1971-08-12,F,7.0,90764883166,2011-03-02,7,5,1,263,27.615,290.615,Flagship store,Books,Fiction
268108,1971-09-03,M,7.0,50216388391,2011-03-09,7,5,5,1338,702.45,7392.45,TeleShop,Books,Fiction
268453,1971-09-09,M,3.0,474391737,2011-09-08,7,5,2,856,179.76,1891.76,Flagship store,Books,Fiction
268698,1971-10-04,M,5.0,16649879763,2012-07-09,7,5,2,810,170.1,1790.1,e-Shop,Books,Fiction
270861,1971-10-14,M,4.0,33384854709,2012-08-09,7,5,-1,-1334,140.07,-1474.07,e-Shop,Books,Fiction
270861,1971-10-14,M,4.0,33384854709,2012-08-07,7,5,1,1334,140.07,1474.07,e-Shop,Books,Fiction
270861,1971-10-14,M,4.0,88773729094,2011-02-14,7,5,5,552,289.8,3049.8,MBR,Books,Fiction
272062,1971-10-19,F,5.0,8608278844,2012-04-14,7,5,5,639,335.475,3530.475,e-Shop,Books,Fiction
267621,1971-10-26,F,7.0,26532708938,2014-01-15,7,5,3,388,122.22,1286.22,e-Shop,Books,Fiction
270977,1971-11-22,F,5.0,42197759666,2012-09-16,7,5,4,807,338.94,3566.94,MBR,Books,Fiction
270977,1971-11-22,F,5.0,60653478690,2011-12-03,7,5,2,300,63.0,663.0,e-Shop,Books,Fiction
272192,1971-12-10,F,3.0,16659461071,2013-09-25,7,5,1,1159,121.695,1280.695,e-Shop,Books,Fiction
271690,1971-12-15,F,8.0,70737494646,2012-07-08,7,5,1,167,17.535,184.535,e-Shop,Books,Fiction
271111,1971-12-19,M,2.0,25670956975,2012-03-24,7,5,3,434,136.71,1438.71,e-Shop,Books,Fiction
274509,1971-12-26,F,10.0,95893265656,2012-05-05,7,5,5,196,102.9,1082.9,e-Shop,Books,Fiction
269261,1971-12-27,F,7.0,40394337065,2013-07-24,7,5,2,1023,214.83,2260.83,Flagship store,Books,Fiction
272982,1972-01-01,F,10.0,4239954799,2013-02-25,7,5,5,799,419.475,4414.475,e-Shop,Books,Fiction
271224,1972-01-08,F,9.0,72317762979,2012-06-17,7,5,2,735,154.35,1624.35,e-Shop,Books,Fiction
270156,1972-01-22,M,6.0,90666887377,2013-12-25,7,5,2,1173,246.33,2592.33,e-Shop,Books,Fiction
270156,1972-01-22,M,6.0,92849996301,2012-07-05,7,5,4,1019,427.98,4503.98,e-Shop,Books,Fiction
275232,1972-01-27,M,10.0,89923205905,2013-04-24,7,5,5,759,398.475,4193.475,e-Shop,Books,Fiction
275006,1972-02-01,M,2.0,66385351962,2011-02-10,7,5,3,673,211.995,2230.995,Flagship store,Books,Fiction
267867,1972-02-02,M,3.0,40532539060,2013-01-16,7,5,5,584,306.6,3226.6,e-Shop,Books,Fiction
274110,1972-02-03,M,5.0,35423248183,2012-12-19,7,5,4,1041,437.22,4601.22,TeleShop,Books,Fiction
270291,1972-02-10,M,8.0,12447571256,2012-02-23,7,5,-1,-654,68.67,-722.67,e-Shop,Books,Fiction
270291,1972-02-10,M,8.0,12447571256,2012-02-18,7,5,1,654,68.67,722.67,e-Shop,Books,Fiction
268445,1972-02-18,M,6.0,67068178287,2011-07-29,7,5,1,1342,140.91,1482.91,e-Shop,Books,Fiction
270810,1972-03-01,F,1.0,9172898292,2013-03-11,7,5,3,1465,461.475,4856.475,Flagship store,Books,Fiction
267698,1972-03-03,M,7.0,4636564530,2013-03-21,7,5,-1,-102,10.71,-112.71,MBR,Books,Fiction
267698,1972-03-03,M,7.0,4636564530,2013-03-13,7,5,1,102,10.71,112.71,MBR,Books,Fiction
273380,1972-03-15,F,8.0,78594318171,2013-07-07,7,5,3,1184,372.96,3924.96,MBR,Books,Fiction
270515,1972-03-15,M,6.0,45449449153,2012-01-08,7,5,3,1360,428.4,4508.4,MBR,Books,Fiction
267827,1972-03-20,F,7.0,73417257429,2013-08-24,7,5,4,950,399.0,4199.0,e-Shop,Books,Fiction
266788,1972-03-20,F,2.0,4236411732,2011-06-12,7,5,1,1238,129.99,1367.99,Flagship store,Books,Fiction
268920,1972-04-07,M,1.0,7164707032,2012-01-25,7,5,5,1277,670.425,7055.425,e-Shop,Books,Fiction
271873,1972-04-17,M,1.0,12850295112,2013-08-10,7,5,5,328,172.2,1812.2,e-Shop,Books,Fiction
272069,1972-04-29,F,8.0,10262222991,2014-02-15,7,5,3,1462,460.53,4846.53,e-Shop,Books,Fiction
273682,1972-05-13,F,8.0,49499173996,2013-03-09,7,5,5,682,358.05,3768.05,e-Shop,Books,Fiction
273682,1972-05-13,F,8.0,18622441018,2012-06-26,7,5,4,780,327.6,3447.6,e-Shop,Books,Fiction
273682,1972-05-13,F,8.0,74245479500,2011-03-13,7,5,2,458,96.18,1012.18,Flagship store,Books,Fiction
273167,1972-05-17,M,9.0,88721742167,2013-02-22,7,5,5,1411,740.775,7795.775,MBR,Books,Fiction
271407,1972-05-23,F,2.0,41308918544,2013-03-05,7,5,2,1473,309.33,3255.33,e-Shop,Books,Fiction
274653,1972-05-26,M,8.0,60007679836,2013-04-14,7,5,2,431,90.51,952.51,MBR,Books,Fiction
274653,1972-05-26,M,8.0,34358492019,2012-07-21,7,5,5,1003,526.575,5541.575,e-Shop,Books,Fiction
270928,1972-06-02,M,2.0,72131301505,2012-09-11,7,5,2,1226,257.46,2709.46,Flagship store,Books,Fiction
273606,1972-06-13,F,10.0,509248995,2011-03-26,7,5,2,250,52.5,552.5,e-Shop,Books,Fiction
273025,1972-06-17,F,6.0,63595606252,2011-07-27,7,5,5,1145,601.125,6326.125,Flagship store,Books,Fiction
273492,1972-07-05,F,7.0,50008008918,2011-09-16,7,5,-4,-188,78.96,-830.96,e-Shop,Books,Fiction
273492,1972-07-05,F,7.0,50008008918,2011-09-10,7,5,4,188,78.96,830.96,e-Shop,Books,Fiction
272938,1972-07-06,M,8.0,47023726331,2013-01-04,7,5,-3,-257,80.955,-851.955,Flagship store,Books,Fiction
272938,1972-07-06,M,8.0,47023726331,2013-01-01,7,5,3,257,80.955,851.955,Flagship store,Books,Fiction
273205,1972-07-19,M,2.0,95636816466,2011-07-29,7,5,-4,-1126,472.92,-4976.92,Flagship store,Books,Fiction
273205,1972-07-19,M,2.0,95636816466,2011-07-19,7,5,4,1126,472.92,4976.92,Flagship store,Books,Fiction
269013,1972-07-20,M,1.0,61653518526,2013-04-23,7,5,2,1120,235.2,2475.2,e-Shop,Books,Fiction
269636,1972-09-03,F,2.0,9299564251,2013-04-01,7,5,5,613,321.825,3386.825,MBR,Books,Fiction
271584,1972-09-04,M,9.0,80873175358,2012-03-22,7,5,4,447,187.74,1975.74,e-Shop,Books,Fiction
266975,1972-09-27,M,4.0,6719597689,2014-01-19,7,5,5,1386,727.65,7657.65,e-Shop,Books,Fiction
266975,1972-09-27,M,4.0,17985039443,2013-05-10,7,5,5,1426,748.65,7878.65,MBR,Books,Fiction
269629,1972-10-05,M,6.0,7535594746,2011-11-30,7,5,3,768,241.92,2545.92,e-Shop,Books,Fiction
272561,1972-11-12,M,8.0,92127884419,2013-01-29,7,5,3,182,57.33,603.33,Flagship store,Books,Fiction
270706,1972-11-24,M,1.0,71265724250,2013-11-13,7,5,3,1198,377.37,3971.37,e-Shop,Books,Fiction
274449,1972-12-15,M,4.0,57983682839,2011-02-19,7,5,5,456,239.4,2519.4,Flagship store,Books,Fiction
267270,1972-12-16,M,2.0,54559649306,2012-02-15,7,5,5,871,457.275,4812.275,e-Shop,Books,Fiction
272438,1972-12-16,M,9.0,86172366047,2013-12-08,7,5,1,997,104.685,1101.685,Flagship store,Books,Fiction
269352,1973-01-03,F,3.0,23940941368,2012-01-10,7,5,3,624,196.56,2068.56,Flagship store,Books,Fiction
270071,1973-01-17,F,5.0,37164633957,2013-02-21,7,5,1,788,82.74,870.74,MBR,Books,Fiction
270071,1973-01-17,F,5.0,27051779864,2011-11-15,7,5,3,1419,446.985,4703.985,e-Shop,Books,Fiction
268502,1973-02-14,F,6.0,86333887296,2011-03-20,7,5,1,1264,132.72,1396.72,MBR,Books,Fiction
268352,1973-03-04,F,8.0,87683771408,2013-08-20,7,5,3,473,148.995,1567.995,TeleShop,Books,Fiction
266991,1973-03-05,M,5.0,36301034859,2012-09-19,7,5,1,936,98.28,1034.28,MBR,Books,Fiction
274237,1973-03-17,M,10.0,24137207367,2012-01-30,7,5,5,427,224.175,2359.175,Flagship store,Books,Fiction
275233,1973-03-17,M,5.0,98090467678,2011-12-25,7,5,5,1291,677.775,7132.775,e-Shop,Books,Fiction
269737,1973-03-19,M,6.0,91104725930,2013-05-04,7,5,5,1088,571.2,6011.2,Flagship store,Books,Fiction
267892,1973-03-27,F,4.0,90231665704,2011-05-15,7,5,5,158,82.95,872.95,e-Shop,Books,Fiction
268825,1973-04-06,M,6.0,5615221332,2013-09-11,7,5,2,1188,249.48,2625.48,TeleShop,Books,Fiction
274364,1973-04-28,M,10.0,9885900126,2014-01-24,7,5,3,1025,322.875,3397.875,e-Shop,Books,Fiction
272314,1973-05-05,M,1.0,97433291468,2013-12-02,7,5,5,1203,631.575,6646.575,Flagship store,Books,Fiction
268608,1973-05-05,M,8.0,9589297381,2011-04-16,7,5,3,1238,389.97,4103.97,e-Shop,Books,Fiction
269088,1973-05-09,M,8.0,23459649771,2013-01-25,7,5,2,245,51.45,541.45,e-Shop,Books,Fiction
270384,1973-05-11,F,8.0,32183248599,2012-10-22,7,5,5,103,54.075,569.075,MBR,Books,Fiction
269259,1973-05-14,F,7.0,59963938292,2012-03-24,7,5,5,601,315.525,3320.525,Flagship store,Books,Fiction
272879,1973-05-21,M,5.0,62540083669,2012-08-12,7,5,1,652,68.46,720.46,MBR,Books,Fiction
273435,1973-06-02,M,5.0,45889688875,2011-09-20,7,5,-1,-1130,118.65,-1248.65,MBR,Books,Fiction
273435,1973-06-02,M,5.0,45889688875,2011-09-14,7,5,1,1130,118.65,1248.65,MBR,Books,Fiction
270788,1973-06-04,M,4.0,59633314612,2012-07-16,7,5,1,557,58.485,615.485,Flagship store,Books,Fiction
274868,1973-06-14,F,2.0,42784935109,2011-12-05,7,5,-2,-709,148.89,-1566.89,e-Shop,Books,Fiction
274868,1973-06-14,F,2.0,42784935109,2011-12-04,7,5,2,709,148.89,1566.89,e-Shop,Books,Fiction
273136,1973-06-20,M,4.0,69712372125,2011-10-24,7,5,4,84,35.28,371.28,MBR,Books,Fiction
269063,1973-06-23,M,3.0,53662543537,2012-12-02,7,5,2,354,74.34,782.34,e-Shop,Books,Fiction
269063,1973-06-23,M,3.0,31954850344,2012-10-02,7,5,4,917,385.14,4053.14,e-Shop,Books,Fiction
274363,1973-06-28,M,1.0,19906902040,2012-04-11,7,5,4,456,191.52,2015.52,Flagship store,Books,Fiction
273719,1973-07-16,M,9.0,26414815399,2011-04-10,7,5,2,1210,254.1,2674.1,Flagship store,Books,Fiction
271888,1973-07-17,F,5.0,70631653733,2013-12-18,7,5,2,912,191.52,2015.52,e-Shop,Books,Fiction
269172,1973-07-28,F,4.0,41646126898,2013-04-27,7,5,-1,-1354,142.17,-1496.17,e-Shop,Books,Fiction
269172,1973-07-28,F,4.0,41646126898,2013-04-17,7,5,1,1354,142.17,1496.17,e-Shop,Books,Fiction
268337,1973-08-08,M,10.0,47902563996,2012-06-25,7,5,2,483,101.43,1067.43,e-Shop,Books,Fiction
274452,1973-08-11,F,4.0,47904039119,2012-06-24,7,5,4,1010,424.2,4464.2,Flagship store,Books,Fiction
267214,1973-08-25,F,6.0,90869908087,2012-06-27,7,5,-2,-1334,280.14,-2948.14,e-Shop,Books,Fiction
267214,1973-08-25,F,6.0,90869908087,2012-06-24,7,5,2,1334,280.14,2948.14,e-Shop,Books,Fiction
267226,1973-08-26,M,2.0,91911151368,2011-03-05,7,5,5,806,423.15,4453.15,Flagship store,Books,Fiction
274226,1973-09-23,F,10.0,55330587213,2014-01-13,7,5,-5,-1401,735.525,-7740.525,e-Shop,Books,Fiction
274226,1973-09-23,F,10.0,55330587213,2014-01-07,7,5,5,1401,735.525,7740.525,e-Shop,Books,Fiction
269007,1973-09-29,M,3.0,43792892123,2014-01-03,7,5,4,1018,427.56,4499.56,e-Shop,Books,Fiction
272503,1973-10-01,M,8.0,2323489827,2013-12-07,7,5,1,987,103.635,1090.635,Flagship store,Books,Fiction
272503,1973-10-01,M,8.0,87301926204,2012-09-29,7,5,-5,-372,195.3,-2055.3,e-Shop,Books,Fiction
272503,1973-10-01,M,8.0,87301926204,2012-09-26,7,5,5,372,195.3,2055.3,e-Shop,Books,Fiction
272124,1973-10-04,F,8.0,12457102855,2013-02-13,7,5,1,336,35.28,371.28,TeleShop,Books,Fiction
272124,1973-10-04,F,8.0,59341237904,2012-12-24,7,5,1,847,88.935,935.935,Flagship store,Books,Fiction
273971,1973-10-26,F,6.0,99931416607,2013-10-15,7,5,1,378,39.69,417.69,Flagship store,Books,Fiction
269279,1973-11-10,M,3.0,8208374311,2012-02-10,7,5,2,1291,271.11,2853.11,e-Shop,Books,Fiction
269279,1973-11-10,M,3.0,96437962133,2011-04-14,7,5,1,1196,125.58,1321.58,Flagship store,Books,Fiction
275064,1973-11-13,F,6.0,95976875203,2012-10-15,7,5,3,102,32.13,338.13,Flagship store,Books,Fiction
268908,1973-11-24,F,2.0,20720997326,2011-09-11,7,5,1,123,12.915,135.915,MBR,Books,Fiction
269546,1973-11-28,M,3.0,34385999995,2011-06-04,7,5,2,453,95.13,1001.13,Flagship store,Books,Fiction
272878,1973-12-06,F,10.0,61964330962,2013-05-25,7,5,2,658,138.18,1454.18,TeleShop,Books,Fiction
268061,1973-12-23,M,6.0,3228308445,2013-03-04,7,5,5,90,47.25,497.25,e-Shop,Books,Fiction
269555,1973-12-24,F,7.0,57948875192,2012-04-20,7,5,1,77,8.085,85.085,e-Shop,Books,Fiction
270828,1974-01-05,M,2.0,86854971835,2011-02-06,7,5,5,112,58.8,618.8,e-Shop,Books,Fiction
273403,1974-01-13,M,6.0,22724099978,2011-10-05,7,5,3,982,309.33,3255.33,MBR,Books,Fiction
268490,1974-02-02,F,1.0,37449004532,2011-03-11,7,5,4,1244,522.48,5498.48,e-Shop,Books,Fiction
270684,1974-02-07,M,2.0,36189032377,2012-09-23,7,5,-5,-1435,753.375,-7928.375,e-Shop,Books,Fiction
270684,1974-02-07,M,2.0,36189032377,2012-09-18,7,5,5,1435,753.375,7928.375,e-Shop,Books,Fiction
273582,1974-02-25,F,10.0,79582108950,2013-11-17,7,5,3,420,132.3,1392.3,Flagship store,Books,Fiction
268512,1974-03-01,M,5.0,82498067794,2011-09-13,7,5,3,390,122.85,1292.85,Flagship store,Books,Fiction
273900,1974-04-02,F,8.0,97074789356,2012-01-16,7,5,5,380,199.5,2099.5,e-Shop,Books,Fiction
268864,1974-04-17,F,2.0,8264257882,2013-01-17,7,5,5,887,465.675,4900.675,e-Shop,Books,Fiction
274761,1974-05-04,M,8.0,14315320830,2011-12-29,7,5,3,1139,358.785,3775.785,e-Shop,Books,Fiction
275186,1974-05-06,F,3.0,86138254287,2012-12-21,7,5,3,224,70.56,742.56,TeleShop,Books,Fiction
273671,1974-06-01,M,4.0,97148593645,2013-08-28,7,5,1,1249,131.145,1380.145,e-Shop,Books,Fiction
273510,1974-06-02,M,7.0,75882406431,2011-05-30,7,5,1,525,55.125,580.125,MBR,Books,Fiction
267874,1974-06-05,F,3.0,22894618907,2011-03-02,7,5,3,1211,381.465,4014.465,Flagship store,Books,Fiction
270598,1974-06-21,M,1.0,92113271821,2013-08-07,7,5,4,155,65.1,685.1,e-Shop,Books,Fiction
270582,1974-07-01,M,5.0,79836039885,2013-03-22,7,5,2,154,32.34,340.34,e-Shop,Books,Fiction
272105,1974-07-10,F,7.0,89272472642,2011-05-28,7,5,5,305,160.125,1685.125,e-Shop,Books,Fiction
271201,1974-07-17,F,3.0,15654626236,2012-01-08,7,5,1,1060,111.3,1171.3,e-Shop,Books,Fiction
274552,1974-08-04,F,3.0,75314996655,2011-08-20,7,5,-2,-165,34.65,-364.65,MBR,Books,Fiction
274552,1974-08-04,F,3.0,75314996655,2011-08-18,7,5,2,165,34.65,364.65,MBR,Books,Fiction
274358,1974-08-05,M,4.0,1309759517,2011-04-14,7,5,-1,-296,31.08,-327.08,MBR,Books,Fiction
274358,1974-08-05,M,4.0,1309759517,2011-04-10,7,5,1,296,31.08,327.08,MBR,Books,Fiction
269299,1974-08-24,F,6.0,84255551308,2011-12-08,7,5,4,612,257.04,2705.04,MBR,Books,Fiction
268692,1974-08-28,M,1.0,16599585793,2011-09-01,7,5,1,216,22.68,238.68,MBR,Books,Fiction
268852,1974-09-01,F,6.0,55025785198,2013-10-13,7,5,5,125,65.625,690.625,Flagship store,Books,Fiction
271740,1974-09-03,M,5.0,4094485820,2012-10-11,7,5,5,1469,771.225,8116.225,e-Shop,Books,Fiction
274018,1974-09-29,F,8.0,95549033683,2012-09-20,7,5,2,370,77.7,817.7,e-Shop,Books,Fiction
274018,1974-09-29,F,8.0,82296245070,2012-01-09,7,5,3,1018,320.67,3374.67,MBR,Books,Fiction
268289,1974-10-10,F,4.0,2546629373,2011-11-22,7,5,5,923,484.575,5099.575,e-Shop,Books,Fiction
266945,1974-10-25,M,2.0,45963868726,2012-07-12,7,5,1,248,26.04,274.04,e-Shop,Books,Fiction
272837,1974-11-05,F,9.0,75131354933,2012-08-21,7,5,5,423,222.075,2337.075,TeleShop,Books,Fiction
270593,1974-11-14,M,8.0,3384656988,2012-09-26,7,5,5,172,90.3,950.3,e-Shop,Books,Fiction
267840,1974-11-18,F,5.0,26408242649,2014-01-02,7,5,3,957,301.455,3172.455,Flagship store,Books,Fiction
267693,1974-11-22,F,8.0,70906930707,2011-07-07,7,5,-3,-1096,345.24,-3633.24,e-Shop,Books,Fiction
267693,1974-11-22,F,8.0,70906930707,2011-06-29,7,5,3,1096,345.24,3633.24,e-Shop,Books,Fiction
274239,1974-11-27,M,7.0,98398100136,2012-09-18,7,5,4,432,181.44,1909.44,TeleShop,Books,Fiction
268153,1974-11-27,F,1.0,78263354966,2013-10-18,7,5,5,1428,749.7,7889.7,MBR,Books,Fiction
267020,1974-12-26,F,8.0,45581261472,2012-03-06,7,5,4,1169,490.98,5166.98,e-Shop,Books,Fiction
268582,1975-01-03,M,1.0,23389571930,2013-05-05,7,5,-1,-1006,105.63,-1111.63,MBR,Books,Fiction
268582,1975-01-03,M,1.0,23389571930,2013-05-03,7,5,1,1006,105.63,1111.63,MBR,Books,Fiction
270207,1975-01-05,F,3.0,73134878342,2011-02-05,7,5,3,1173,369.495,3888.495,e-Shop,Books,Fiction
269652,1975-01-18,M,10.0,2708053215,2011-02-26,7,5,5,1496,785.4,8265.4,e-Shop,Books,Fiction
273878,1975-01-19,M,3.0,70653237585,2011-11-10,7,5,5,1290,677.25,7127.25,e-Shop,Books,Fiction
272375,1975-02-01,M,2.0,71743519511,2011-08-28,7,5,5,167,87.675,922.675,Flagship store,Books,Fiction
272812,1975-02-02,F,8.0,16165882565,2011-09-22,7,5,5,1097,575.925,6060.925,Flagship store,Books,Fiction
271500,1975-02-03,F,9.0,81943842921,2013-05-19,7,5,-5,-1103,579.075,-6094.075,e-Shop,Books,Fiction
271500,1975-02-03,F,9.0,81943842921,2013-05-14,7,5,5,1103,579.075,6094.075,e-Shop,Books,Fiction
268492,1975-02-17,M,1.0,97503659941,2013-07-20,7,5,1,1427,149.835,1576.835,MBR,Books,Fiction
270718,1975-02-27,M,5.0,3812315425,2013-04-01,7,5,1,997,104.685,1101.685,e-Shop,Books,Fiction
273616,1975-03-02,M,2.0,89591928808,2013-06-18,7,5,-4,-1382,580.44,-6108.44,TeleShop,Books,Fiction
273616,1975-03-02,M,2.0,89591928808,2013-06-16,7,5,4,1382,580.44,6108.44,TeleShop,Books,Fiction
268712,1975-03-03,F,6.0,94142306534,2011-02-07,7,5,3,165,51.975,546.975,e-Shop,Books,Fiction
